Date,OXY,AXP,MDLZ,VZ,BA,CAT,JPM,PEP,CVX,EXC,KO,COP,DIS,1715651D,XOM,GE,AMZN,HD,IBM,JNJ,MCD,MRK,MMM,RTN,BAC,PFE,GOOG,PG,ACN,T,RTX,WMT,CSCO,SLB,INTC,MSFT,C,SO,AIG,HON,MO,GS,ABT,BKNG,TXN,DVN,GOOGL,APC,UNP,UNH,BLK,PM,BK,WBA,MET,1856613D,BRK/B,BMY,AMGN,AAPL,CMCSA,MA,ORCL,CL,ABBV,COST,TWX,TGT,CELG,1697067D,TFCF,EMC,EMR,GM,KMI,V,GILD,FDX,META,F,BIIB,GD,PYPL,QCOM,HAL,SBUX,USB,AGN,MS,ALL,LLY,LOW,SPG,UPS,MDT,CVS,LMT,COF,TFCFA,NKE,NSC,WFC,KHC,DHR,DUK,NEE,CHTR,PEP,DD,NVDA,NFLX,TMO,ADBE,DOW,EXC,AMT,CRM,TSLA,LIN,AVGO,HON,TMUS
23-06-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24-06-2019,49.89,124.14,55.33,58.27,373.99,134.37,108.66,134.12,124.91,35.7674,51.92,60.52,139.22,#N/A N/A,76.95,82.24,95.695,205.5,133.1021,143.06,203.92,81.536,173.38,184.02,27.98,41.4822,55.776,112.33,186.11,24.5906,76.782,111.24,57.18,38.65,47.63,137.78,67.41,56.28,53.32,174.61,48.49,197.49,84.71,1870.81,112.73,27.92,55.835,70.11,167.25,249.64,463.4,77.83,43.08,51.95,49.09,#N/A N/A,206.85,45.68,184.83,49.645,43.6,265.3,56.74,73.97,78.45,266.77,#N/A N/A,86.72,93.47,#N/A N/A,#N/A N/A,#N/A N/A,65.41,36.96,21.16,173.85,68.84,160.9,192.6,9.95,235.91,177.82,116.5,73.16,22.51,83.65,52.3,129.57,43.07,102.19,115.63,99.02,162.03,99.72,99.16,53.14,359.98,88.72,#N/A N/A,84.5,193.25,46.27,30.52,142.15,89.91,52.05,392.44,134.14,74.7,38.165,371.04,295.55,299.87,49.58,#N/A N/A,214.55,152.56,14.909,203.38,279.2,#N/A N/A,75.4003
25-06-2019,49.38,123.16,55.48,58,369.32,133.71,107.76,133.86,123.64,34.9688,51.76,59.77,139.94,#N/A N/A,76.27,81.76,93.914,204.74,132.1565,144.24,205.71,81.2786,172.03,179.77,27.76,41.4822,54.317,111.72,184.9,24.568,76.098,110.72,56.08,38.58,46.85,133.43,66.54,55.98,52.73,173.94,48.78,196.06,84.24,1845.47,111.48,27.92,54.379,70.09,166.36,247.66,458.36,78.82,43.43,52.95,48.73,#N/A N/A,208.07,45.77,184.44,48.893,42.75,259.73,56.07,73.91,65.7,266.36,#N/A N/A,85.7,93.19,#N/A N/A,#N/A N/A,#N/A N/A,65.29,37.68,20.58,171.28,68.48,155.98,188.84,9.84,240.29,177.64,114.44,72.55,22.5,84.25,52.04,162.43,42.66,101.61,115.36,98.22,161.49,97.13,98.9,53.68,360.56,88.82,#N/A N/A,82.62,192.26,46.14,30.68,142.2,90.12,51.555,390.91,133.81,74.13,37.87,360.3,293.53,287.97,49.69,#N/A N/A,210.81,149.34,14.651,202.8,276.51,#N/A N/A,74.4421
26-06-2019,50.42,123.59,54.46,56.99,374.94,135.15,108.48,132.33,123.93,34.0775,51.12,62.75,140.4,#N/A N/A,76.6,82.16,94.892,206.42,132.3093,141.85,204.55,79.6576,171.88,178.72,27.91,40.7523,53.99,109.73,183.31,24.5529,75.355,110.16,56.6,39.02,48.19,133.93,67.22,54.98,52.26,173.59,47.94,197.01,82.96,1830.22,114.43,28.73,54.016,70.49,165.83,243.47,460.96,77.38,43.12,52.38,48.87,#N/A N/A,208.51,44.92,183.17,49.95,42.11,261.3,56.66,72.35,68,264.41,#N/A N/A,85.59,92.41,#N/A N/A,#N/A N/A,#N/A N/A,65.85,38.13,20.64,171.06,66.68,159.92,187.66,9.91,238.07,178.9,114.15,74.95,23.2,83.38,51.98,164,42.99,99.49,111.34,99.24,159.27,99.97,97.22,53.7,359.5,89.38,#N/A N/A,82.55,192.79,45.8,30.84,140.91,87.98,50.7675,388.24,132.32,73.84,39.815,362.2,292.23,288.72,50.45,#N/A N/A,205.8,149.04,14.618,200.6,281.44,#N/A N/A,72.9049
27-06-2019,49.75,123.94,54.12,57.25,364.02,135.5,108.84,131.67,123.11,33.9135,51.08,61.27,139.3,#N/A N/A,75.82,83.2,95.214,207.02,132.3093,140.69,206.27,79.9341,171.5,178.06,28.21,41.1694,53.801,109.78,183,24.8925,76.068,110.1,55.73,39.11,47.46,134.15,68.15,55.08,53.05,173.84,47.9,199.32,83.69,1845.17,115.86,28.3,53.832,70.53,166.01,246.34,464.48,77.92,43.39,54.52,49.15,#N/A N/A,212.02,45.1,184.02,49.935,42,261.1,56.77,72.14,70,265.58,#N/A N/A,85.87,92.35,#N/A N/A,#N/A N/A,#N/A N/A,66.1,38.32,20.41,171.23,67.08,163.31,189.5,10.2,239.77,177.72,113.67,75.43,22.73,83.56,51.98,166.01,43.49,100.14,111.47,99.36,159.93,101.7,97.48,54.74,359.09,89.33,#N/A N/A,83.66,193.4,46.29,30.77,141.98,88.55,51.1375,391.41,131.69,73.83,40.8075,370.02,293.77,293.23,50.91,#N/A N/A,205.85,150.69,14.856,199.53,285.71,#N/A N/A,73.1545
28-06-2019,50.28,123.44,53.9,57.13,364.01,136.29,111.8,131.11,124.44,34.1844,50.92,61,139.64,#N/A N/A,76.63,84,94.682,207.97,131.7171,139.28,207.66,79.9532,173.34,173.88,29,41.0652,54.046,109.65,184.77,25.2925,76.794,110.49,54.73,39.74,47.87,133.96,70.03,55.28,53.28,174.59,47.35,204.6,84.1,1874.71,114.76,28.52,54.14,70.56,169.11,244.01,469.3,78.53,44.15,54.67,49.67,#N/A N/A,213.17,45.35,184.28,49.48,42.28,264.53,56.97,71.67,72.72,264.26,#N/A N/A,86.61,92.44,#N/A N/A,#N/A N/A,#N/A N/A,66.72,38.53,20.88,173.55,67.56,164.19,193,10.23,233.87,181.82,114.46,76.07,22.74,83.83,52.4,167.43,43.81,101.69,110.79,100.91,159.76,103.27,97.39,54.49,363.54,90.74,#N/A N/A,83.95,199.33,47.32,31.04,142.92,88.24,51.215,395.18,131.13,75.07,41.0575,367.32,293.68,294.65,49.31,#N/A N/A,204.45,151.73,14.897,200.8,287.86,#N/A N/A,74.0029
29-06-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30-06-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01-07-2019,49.78,124.92,54.71,56.66,356.46,136.6,113.68,131.81,124.84,34.2629,51.6,62.25,141.65,#N/A N/A,76.56,85.04,96.11,210.28,133.6083,139.36,206.3,80.8113,174.51,171.03,29.42,41.4917,54.898,110.49,186.87,25.2322,77.466,110.62,54.74,39.32,48.05,135.68,70.74,54.84,53.84,176.81,47.69,206.86,84.49,1898.42,117.19,28.9,55,70.69,171.5,242.64,472.93,77.98,44.47,54.65,50.49,#N/A N/A,214.62,46.18,186.35,50.388,42.71,266.77,58.01,72.08,73.4,263.55,#N/A N/A,86.94,93.49,#N/A N/A,#N/A N/A,#N/A N/A,66.71,38.75,20.88,173.94,67.83,162.97,193,10.15,235.49,182.54,115.03,77.52,22.95,84.55,53.01,167.52,43.95,103.15,112.74,102.2,158.64,102.97,98.1,54.93,361.47,92.04,#N/A N/A,85.41,200.92,47.69,30.46,144,88.01,51.005,397.74,131.87,75.82,41.5425,374.6,299.41,300.97,50.16,#N/A N/A,202.3,154.06,15.145,203,300.35,#N/A N/A,74.0129
02-07-2019,48.78,125.1,54.95,58.13,354.16,135.85,113.8,132.3,122.93,34.8191,51.98,60.1,142.53,#N/A N/A,75.72,84.96,96.715,210.14,133.9331,140.03,209.58,81.536,174.02,172.8,29.15,41.9183,55.563,111.48,188.6,25.5416,77.832,111.6,55.81,39.18,48.12,136.58,70.44,55.86,53.79,176.62,48.6,205.98,84.95,1907.99,116.06,27.54,55.63,70.95,171.23,243.97,469.87,79.75,44.23,54.96,50,#N/A N/A,214.54,46.68,186.64,50.683,42.89,270.57,58.46,72.74,74.23,265.47,#N/A N/A,87.04,93.88,#N/A N/A,#N/A N/A,#N/A N/A,66.3,38.34,20.99,175.28,68.84,159.79,195,10.12,236.37,183.57,116.17,77.01,22.65,85.51,52.93,169.54,43.83,103.27,114.2,102.69,161.95,102,98.05,54.8,367.57,91.1,#N/A N/A,84.96,200.44,47.23,30.52,144.14,89.14,51.915,398.69,132.43,74.84,40.5575,375.43,301.11,301.39,49.4,#N/A N/A,205.63,154.12,14.97,203.54,295.33,#N/A N/A,75.3404
03-07-2019,49.17,125.86,55.81,58.13,354.47,135.59,112.82,133.89,123.35,34.9617,52.1,60.5,142.98,#N/A N/A,76.44,84.88,96.95,212.1,135.1939,142.14,212.81,82.8614,174.98,173.45,29.05,42.0889,56.079,114.08,190.97,25.6473,78.445,112.32,56.48,39.49,48.52,137.46,70.85,56.31,54.83,178.4,49.19,206.04,85.64,1919.65,115.94,27.52,56.15,71,171.8,245.21,475.35,80.63,44.64,55.19,50.47,#N/A N/A,215.16,46.56,188.58,51.103,43.32,273.08,58.86,74,74.96,269.14,#N/A N/A,87.9,94.36,#N/A N/A,#N/A N/A,#N/A N/A,66.19,38.16,21.08,176.87,69,161.42,197.2,10.2,238.27,182.65,117.68,76.63,22.84,87.79,53.25,169.61,43.99,104.63,114.42,103.15,165.03,103.2,98.81,55.2,370.38,92.99,#N/A N/A,86.2,202.51,47.66,31.25,145.31,90.1,52.1825,400,133.99,74.18,40.6875,381.72,305.43,305.7,49.33,#N/A N/A,210.17,155.59,15.66,203.61,284.89,#N/A N/A,75.6798
04-07-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05-07-2019,49.28,125.4,55.5,58.31,355.86,135.49,113.49,132.97,123.54,35.0829,52.11,59.9,142.45,#N/A N/A,76.13,84,97.146,211.46,135.0411,140.57,211.24,81.6218,172,173.65,29.26,41.6339,56.579,113.15,191.39,25.8888,78.174,111.98,56.6,39.57,48.08,137.06,71.4,56.36,54.61,176.59,48.78,207.9,85.42,1924.75,115.75,27.9,56.633,71.04,170.03,246.99,478.69,80.12,44.53,55.19,50.7,#N/A N/A,215.25,45.89,185.94,51.058,43.28,272.14,59.28,73.14,72.99,268.25,#N/A N/A,88.64,93.7,#N/A N/A,#N/A N/A,#N/A N/A,65.4,38.5,21.11,176.66,68.53,161.97,196.4,10.2,234.25,182.28,117.16,76.66,23.03,87.79,53.68,167.69,44.21,104.49,112.82,104.22,162.96,102.42,98.11,55.57,369.92,92.54,#N/A N/A,86.82,200.94,47.77,30.99,144.45,89.68,52.0275,401.68,133.02,73.74,40.0575,380.55,300.65,303.98,49.31,#N/A N/A,209.04,154.58,15.54,202.43,282.66,#N/A N/A,76.0891
06-07-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07-07-2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08-07-2019,49.3,124.85,55.44,57.89,351.12,134.84,112.87,132.49,123.6,34.7763,52,59.89,141.02,#N/A N/A,76.48,81.6,97.616,212.91,134.2674,140.97,212.16,80.1343,169.19,173.77,29.2,41.0462,55.817,114.05,190.31,25.8511,77.189,112.72,56.19,39.89,47.82,136.96,71.13,56.31,54.96,175.67,49.08,205.75,85.09,1875.76,114.93,27.94,55.84,70.91,169.59,247.84,472.44,79.61,43.03,55.43,50.54,#N/A N/A,215.13,45.77,182.24,50.005,42.63,271.23,59.53,73.38,71.22,269.4,#N/A N/A,88.91,93.28,#N/A N/A,#N/A N/A,#N/A N/A,64.85,38.23,21.06,176.19,67.48,160.82,195.76,10.2,230.84,181.47,116.95,76.63,23.25,87.44,53.1,164.95,43.49,104.38,111.52,104.66,164.28,101.92,98.02,55.31,369.18,91.8,#N/A N/A,88.48,198.94,47.53,30.69,143.62,89.66,52.2825,399.395,132.56,72.11,39.3025,376.16,297.81,302.92,48.52,#N/A N/A,208.95,152.81,15.356,201.67,274.96,#N/A N/A,75.4902
09-07-2019,49.61,125.9,55.38,56.41,353.09,134.29,113.35,131.73,123.35,34.926,51.59,59.89,141.61,#N/A N/A,76.43,82,99.415,212,133.083,141.41,212.09,80.9162,165.7,174.94,29.35,41.1125,56.241,112.91,191.09,25.3152,76.906,112.88,56.34,40.2,47.75,136.46,71.56,56.56,55.52,175.52,48.35,207.77,85.27,1877.87,115.78,28.08,56.215,70.99,169.6,246,473.82,79.44,43.4,55.5,50.38,#N/A N/A,214.75,46.04,181.59,50.31,42.98,273.34,59.6,73.11,71.24,269.97,#N/A N/A,87.8,93.81,#N/A N/A,#N/A N/A,#N/A N/A,64.25,38.08,21.24,177.73,67.75,159.19,199.21,10.14,234.22,180.83,118.37,76.55,23.57,87.23,53.34,166.45,43.78,104.66,113.08,104.86,164.53,101.73,98.44,54.83,369.73,92.29,#N/A N/A,88.04,197.71,47.83,30.5,142.29,89.4,52.04,401.22,131.74,70,39.3275,379.93,296.9,304.2,47.87,#N/A N/A,211.31,153.95,15.337,200.97,275.53,#N/A N/A,75.011
10-07-2019,50.24,126.89,55.53,57,352.3,132.64,113.02,134.4,125.44,35.2041,51.82,61.21,143.54,#N/A N/A,77.51,81.6,100.871,210.75,134.1719,141.21,213,80.8781,165.7,177,29.02,41.7666,57.024,113.75,191.71,25.4812,76.941,112.98,57.13,40.62,48.21,137.85,71.13,56.91,55.73,174.46,49,205.97,85.38,1869.39,116.64,28.84,57.046,71.16,169.57,247.48,475.54,80.28,43.04,55.57,50.32,#N/A N/A,214.03,45.96,182.27,50.808,43.79,275.38,60.15,73.49,71.65,271.42,#N/A N/A,85.85,93.59,#N/A N/A,#N/A N/A,#N/A N/A,63.7,38.1,21.18,179.31,67.46,159.99,202.73,10.11,232.43,182.54,119.64,74.36,23.6,88.38,53.18,166.7,43.31,104.26,114.53,103.08,163.88,101.62,98.85,55.38,368.16,90.16,#N/A N/A,87.44,198.21,47.15,31.3,142.6,89.63,52.37,407.21,134.41,69.65,40.015,381,296.52,306.98,47.55,#N/A N/A,211.53,156.27,15.928,201.77,274.5,#N/A N/A,78.4846
11-07-2019,50.44,127.28,54.63,56.92,359,133.96,114.1,134.34,125.43,35.3253,52.04,61.46,143.56,#N/A N/A,77.57,80.88,100.054,214.04,134.9074,140.11,212.69,77.2356,169.04,178.08,29.36,40.7428,57.211,114.38,194.67,25.2548,77.466,113.92,57.3,40.97,48.6,138.4,71.61,56.49,55.48,174.54,49.26,211.35,85.77,1874.17,116.72,28.66,57.204,71.98,171.75,261.16,480.07,81.26,43.65,55.62,50.42,#N/A N/A,213.17,44.53,178,50.438,44.08,278.32,59.99,73.89,71.24,276.54,#N/A N/A,86.47,92.41,#N/A N/A,#N/A N/A,#N/A N/A,64.16,38.43,21.27,180.74,66.19,162.6,201.23,10.19,231.6,183.6,120.65,73.71,23.85,89.07,53.47,165.97,44.18,103.15,109.82,104.87,162.55,103.33,100,57.97,368.23,90.71,#N/A N/A,88.29,201.5,47.14,30.65,142.71,89.45,52.6,410.25,134.35,69.5,41.57,379.5,295.55,307.6,47.78,#N/A N/A,209.26,158.9,15.907,202.81,276.06,#N/A N/A,78.1153
12-07-2019,51.72,127.96,54.54,57.19,365.33,138.36,115.3,133.32,125.98,34.9831,52.12,61.76,144.88,#N/A N/A,77.63,82.96,100.55,218.23,136.3401,134.3,212.99,76.0246,173.34,179.14,29.45,40.193,57.245,114.99,196.21,25.3982,78.87,114.6,57.95,40.81,49.92,138.9,71.77,55.67,56.27,177.14,49.5,213.94,83.92,1882.48,118.32,28.65,57.267,73.11,174.05,265.9,482.46,81.89,43.56,55.74,50.92,#N/A N/A,214.1,44.27,174.93,50.825,44.64,279.54,59.81,74.38,70.28,279.44,#N/A N/A,87.53,91.93,#N/A N/A,#N/A N/A,#N/A N/A,65.69,39.21,21.29,180.33,66.26,167.47,204.87,10.49,231.42,185.84,120.12,74.9,23.75,89.77,53.6,165.85,44.87,103.91,108.29,107.4,162.26,105.91,99.25,57.55,369.45,91.07,#N/A N/A,89.12,205.9,47.36,30.8,140.03,88.7,52.1825,414.31,133.28,71.52,41.9025,373.25,290.94,309.42,49.71,#N/A N/A,208.98,158.08,16.339,203.98,285.39,#N/A N/A,79.3031
